Survived,Sex,Age,Family,isMother,Pclass_1,Pclass_2,Embarked_1,Embarked_2,Fare_Category_1,Fare_Category_2
0,0,39,6,0,0,0,0,1,0,1
1,1,32,0,0,0,1,0,1,0,1
1,1,40,2,0,0,1,0,1,0,1
0,0,41,0,0,0,0,0,1,1,0
0,0,23,0,0,0,1,0,1,1,0
1,1,40,0,0,0,1,0,1,1,0
1,1,36,0,0,1,0,1,0,0,0
1,1,16,1,0,1,0,1,0,0,0
1,1,20,2,0,0,0,0,0,0,1
0,0,32,0,0,0,1,0,1,0,0
1,1,19,2,0,0,0,1,0,1,0
0,0,39,0,0,0,0,0,1,0,1
1,0,32,1,0,0,1,0,1,0,1
1,1,43,1,0,1,0,0,1,0,0
0,0,24,0,0,0,1,0,1,1,0
1,1,24,0,0,1,0,1,0,0,0
0,0,44,0,0,0,0,0,1,1,0
0,0,20,0,0,0,0,0,1,1,0
0,0,20,0,0,0,0,0,1,1,0
0,0,52,0,0,0,1,0,1,1,0
1,1,39,1,0,1,0,0,1,0,0
0,0,17,0,0,0,0,0,1,1,0
0,0,28,0,0,0,0,0,1,1,0
1,1,18,4,0,1,0,1,0,0,0
0,0,21,1,0,0,0,0,1,1,0
1,1,31,2,0,1,0,0,1,0,0
1,1,38,1,0,1,0,1,0,0,0
0,1,38,0,0,0,1,0,1,1,0
1,0,49,1,0,1,0,1,0,0,0
0,1,45,1,0,0,0,1,0,1,0
1,1,45,2,1,0,1,0,1,0,1
0,0,39,0,0,0,1,0,1,1,0
0,0,35,0,0,0,1,0,1,1,0
1,1,49,0,0,1,0,0,1,0,1
1,1,21,0,0,1,0,0,1,0,1
1,1,20,2,0,0,0,0,0,0,1
0,0,47,0,0,0,1,0,1,1,0
1,0,20,2,0,0,0,1,0,1,0
1,1,40,0,0,1,0,0,1,0,0
0,0,28,0,0,0,0,0,0,1,0
1,1,24,5,1,0,1,0,1,1,0
1,0,23,1,0,1,0,1,0,0,0
1,1,63,1,0,1,0,0,1,0,0
